company_name,business_type,address,city,phone,email,website,gbp_url,google_rating,review_count,years_in_business,employee_count,categories,facebook,instagram,linkedin,recent_reviews,growth_signals,tech_stack,place_id,icp_score,date_collected,qualification_signals,twitter,data_source,search_location
Advantaclean of Southwest,commercial cleaning services,"6585 Edenvale Blvd, Eden Prairie, MN 55346",,+1651-314-1614,,https://advantaclean.com,https://www.google.com/maps/place/?q=place_id:ChIJVXtfa5wo9ocRZOYq1jZhz98,4.7,40.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Eden Prairie,Minnesota,United States"
MN Prostar Cleaning Services LLC,commercial cleaning services,,,+1612-998-3987,,https://www.mnprostarcleaning.com,https://www.google.com/maps/place/?q=place_id:ChIJiWPDTKoQ9ocR8nVl0-eX70E,4.9,53.0,,,,,,,,,,,75.0,2025-10-12,,,DataForSEO Google Maps SERP,"Eden Prairie,Minnesota,United States"
Commercial Steam Team,commercial cleaning services,"1316 Larc Industrial Blvd, Burnsville, MN 55337",,+1952-224-7222,,https://commercialsteamteam.com,https://www.google.com/maps/place/?q=place_id:ChIJ9TIkyqY69ocR3Bn06cVQjUg,5.0,149.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Eden Prairie,Minnesota,United States"
Daly’s cleaning services,commercial cleaning services,"104 Judith Dr, Chaska, MN 55318",,+1952-201-6393,,,https://www.google.com/maps/place/?q=place_id:ChIJq20fBPsF9ocRAisOmSwZpGU,5.0,2.0,,,,,,,,,,,35.0,2025-10-12,,,DataForSEO Google Maps SERP,"Eden Prairie,Minnesota,United States"
Allen's Building Maintenance Inc,commercial cleaning services,"4445 W 77th St, Minneapolis, MN 55435",,+1952-835-5886,,https://www.allensbldgmaint.com,https://www.google.com/maps/place/?q=place_id:ChIJqYU_Kwok9ocR7c7cmam7YkI,,0.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Eden Prairie,Minnesota,United States"
COIT Cleaning and Restoration,commercial cleaning services,"11100 Hampshire Ave S, Minneapolis, MN 55438",,+1952-944-9433,,https://www.coit.com,https://www.google.com/maps/place/?q=place_id:ChIJRVXA7ksj9ocRva5qYeQJ4u0,4.4,243.0,,,,,,,,,,,75.0,2025-10-12,,,DataForSEO Google Maps SERP,"Eden Prairie,Minnesota,United States"
ServiceMaster of Chaska Shakopee,commercial cleaning services,,,+1952-445-5233,,https://www.servicemasterclr.com,https://www.google.com/maps/place/?q=place_id:ChIJPQB6QCkQ9ocRGTmSIuoy60I,5.0,2.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Eden Prairie,Minnesota,United States"
Go Mango Commercial Cleaning,commercial cleaning services,,,+1952-393-6097,,https://www.gomangonow.com,https://www.google.com/maps/place/?q=place_id:ChIJj_pXxdAf9ocRmoNfKvFZaq8,5.0,3.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Eden Prairie,Minnesota,United States"
Cavalry Carpet & Furniture Cleaners,commercial cleaning services,"6385 Shady Oak Rd ste 250, Eden Prairie, MN 55344",,+1952-949-2940,,https://cavalrycarpetcleaners.com,https://www.google.com/maps/place/?q=place_id:ChIJB46CCwEc9ocRX7nWx70BsVY,5.0,47.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Eden Prairie,Minnesota,United States"
A+ Carpet Cleaning,commercial cleaning services,"16251 Westgate Trail, Eden Prairie, MN 55344",,+1612-227-1950,,https://www.reallycleanmn.com,https://www.google.com/maps/place/?q=place_id:ChIJdUkiIkkZ9ocRBjFWMcAmnYo,5.0,13.0,,,,,,,,,,,55.0,2025-10-12,,,DataForSEO Google Maps SERP,"Eden Prairie,Minnesota,United States"
FCR Cleaning L.L.C.,commercial cleaning services,,,+1952-800-3334,,https://www.fcrcleaning.com,https://www.google.com/maps/place/?q=place_id:ChIJ-4tFimu3JGYR9opOCaMtE30,5.0,145.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Eden Prairie,Minnesota,United States"
Orion Quality Cleaning,commercial cleaning services,"745 N Van Buren Way, Hopkins, MN 55343",,+1952-454-8609,,https://www.orionqualitycleaning.com,https://www.google.com/maps/place/?q=place_id:ChIJl8ytLZof9ocRZJgKq6Zbxy0,4.9,75.0,,,,,,,,,,,75.0,2025-10-12,,,DataForSEO Google Maps SERP,"Eden Prairie,Minnesota,United States"
SDQ Janitorial,commercial cleaning services,"4737 County Rd 101, Minnetonka, MN 55345",,+1952-929-6046,,https://www.sdqltd.com,https://www.google.com/maps/place/?q=place_id:ChIJ___rjNcd9ocRuRDFF87f-KQ,,0.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Eden Prairie,Minnesota,United States"
Service Restoration,commercial cleaning services,,,+1952-522-8100,,https://servicerestoration.com,https://www.google.com/maps/place/?q=place_id:ChIJG1ocBo0b9ocR4q98HMzQ3JE,5.0,7.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Wayzata,Minnesota,United States"
Omni Services,commercial cleaning services,"12300 Marion Ln W #2202, Minnetonka, MN 55305",,+1763-337-2249,,https://omniservicesmn.com,https://www.google.com/maps/place/?q=place_id:ChIJweOlFZFKs1IRjQuCsJszz_4,,0.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Wayzata,Minnesota,United States"
Harmony Cleaning Services LLC,commercial cleaning services,"255 Shelard Pkwy Unit 209, St Louis Park, MN 55426",,+1651-877-6716,,https://harmonycleanservices.com,https://www.google.com/maps/place/?q=place_id:ChIJA6JjH9U1s1IR2_DyIL2rQCc,,0.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Wayzata,Minnesota,United States"
Alwayscccleaningservices,commercial cleaning services,"7720 36th Ave N, Crystal, MN 55427",,+1612-220-1171,,https://alwayscccleaningservices.com,https://www.google.com/maps/place/?q=place_id:ChIJLeA5Oaw1s1IRyXHU9Dzlqis,,0.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Wayzata,Minnesota,United States"
MN Dryer Vent Guys,commercial cleaning services,"306 Kenmar Cir, Hopkins, MN 55305",,+1612-325-9752,,https://www.mndryerventguys.com,https://www.google.com/maps/place/?q=place_id:ChIJVVS96ERLs1IRXSokIKN4T50,5.0,159.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Wayzata,Minnesota,United States"
The Hartsons Services,commercial cleaning services,,,+1612-483-8210,,https://www.hartsonsservices.com,https://www.google.com/maps/place/?q=place_id:ChIJ0QmOk4JMlQMR6RFL0dD52dU,5.0,9.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Wayzata,Minnesota,United States"
Cleaner Spirits,commercial cleaning services,,,+1844-519-3835,,https://www.cleaner-spirits.com,https://www.google.com/maps/place/?q=place_id:ChIJSUHRamldAS0R98xXT2BDT3Y,5.0,3.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Wayzata,Minnesota,United States"
"Crystal, MN",commercial cleaning services,"3232 Louisiana Ave N, Crystal, MN 55427",,+1612-806-3084,,,https://www.google.com/maps/place/?q=place_id:ChIJq6p6zTw0s1IRbB8vij9B13M,,0.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Wayzata,Minnesota,United States"
Minneapolis Janitorial Services,commercial cleaning services,,,+1612-688-7001,,,https://www.google.com/maps/place/?q=place_id:ChIJYfR2x5Y1s1IRR2B0_jAhhkU,,0.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Wayzata,Minnesota,United States"
Green Team,commercial cleaning services,,,+1763-772-7550,,https://www.greenteammn.com,https://www.google.com/maps/place/?q=place_id:ChIJO9Z9IuY4s1IR4CVTkgPKlh0,4.9,110.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Wayzata,Minnesota,United States"
Professional Carpet & Upholstery Cleaners,commercial cleaning services,"7600 W 27th St #228, St Louis Park, MN 55426",,+1651-645-0244,,https://www.procarpetcleaners.net,https://www.google.com/maps/place/?q=place_id:ChIJ4SrbBfQ1s1IRt_id1U2gvJM,3.3,10.0,,,,,,,,,,,25.0,2025-10-12,,,DataForSEO Google Maps SERP,"Wayzata,Minnesota,United States"
Tirsa Cleaning Services LLC,commercial cleaning services,,,+1952-297-2093,,,https://www.google.com/maps/place/?q=place_id:ChIJWf4yiHAh9ocRtw9rYzOB-ic,,0.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Wayzata,Minnesota,United States"
EnviroCare Cleaning,commercial cleaning services,"10895 Excelsior Blvd #205, Hopkins, MN 55343",,+1952-226-2273,,,https://www.google.com/maps/place/?q=place_id:ChIJVVUVUCgg9ocR2bCuAKwhJJ0,5.0,1.0,,,,,,,,,,,35.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
SERVPRO of Minneapolis South Central,commercial cleaning services,,,+1952-426-4847,,https://www.servpro.com,https://www.google.com/maps/place/?q=place_id:ChIJiUm5HsKQk2cRozdIs0ONUVk,4.8,56.0,,,,,,,,,,,75.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
Minnetonka Maintenance Inc,commercial cleaning services,"11900 Wayzata Blvd # 216N, Hopkins, MN 55305",,+1952-544-7098,,https://minnetonkamaintenance.com,https://www.google.com/maps/place/?q=place_id:ChIJt3l0g5lKs1IRVk4E1Od619M,,0.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
Leadens Building Maintenance Inc.,commercial cleaning services,,,+1763-441-4859,,https://www.leadens.com,https://www.google.com/maps/place/?q=place_id:ChIJ2SRTzvsEqoUR9TUjBBZvXnk,5.0,14.0,,,,,,,,,,,55.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
Prestige Cleaning Center,commercial cleaning services,"3711 W 44th St, Minneapolis, MN 55410",,+1612-929-2010,,https://www.prestigecleaningcenter.com,https://www.google.com/maps/place/?q=place_id:ChIJraRPPCUn9ocRjCcN0n6Dyo0,4.6,34.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
Ceiling Pro International,commercial cleaning services,"10601 Red Cir Dr, Minnetonka, MN 55343",,+1952-947-0007,,https://www.ceilingprohq.com,https://www.google.com/maps/place/?q=place_id:ChIJi1ISiSIi9ocRzQ5oeu6KQmk,4.6,21.0,,,,,,,,,,,55.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
Buckeye Cleaning Centers,commercial cleaning services,"5401 Opportunity Ct, Hopkins, MN 55343",,+1952-938-7222,,https://buckeyecleaningcenters.com,https://www.google.com/maps/place/?q=place_id:ChIJBXN9v8gh9ocRfSoeA-BrKOo,,0.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
Anytime Restoration Fire Water Damage Eden Prairie,commercial cleaning services,"6640 Shady Oak Rd Suite #35, Eden Prairie, MN 55344",,+1952-395-3815,,https://www.anytimerestoration.com,https://www.google.com/maps/place/?q=place_id:ChIJvXE9uk0h9ocR4xfQauAxnIE,5.0,111.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
Superb Janitorial,commercial cleaning services,,,+1952-388-3904,,,https://www.google.com/maps/place/?q=place_id:ChIJqT_mvEUh9ocR_3VSCfUalos,5.0,2.0,,,,,,,,,,,35.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
Crystal Cleaning Services,commercial cleaning services,,,+1612-814-9712,,https://www.crystal-cleaningservices.com,https://www.google.com/maps/place/?q=place_id:ChIJZc_OJrcRRQ4RPRawa9eyj6c,5.0,38.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
Rainbow Restoration of Minneapolis,commercial cleaning services,"1415 5th St S Ste C, Hopkins, MN 55343",,+1952-285-4226,,https://rainbowrestores.com,https://www.google.com/maps/place/?q=place_id:ChIJrecMwykg9ocRil_Gr4559v0,4.2,16.0,,,,,,,,,,,45.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
EverLine Coatings and Services,commercial cleaning services,"2838 Hedberg Dr, Minnetonka, MN 55305",,+1612-562-9152,,https://everlinecoatings.com,https://www.google.com/maps/place/?q=place_id:ChIJcw3CRoh7PEgR_HgrXINBDig,4.8,28.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
Grace Magic Shine,commercial cleaning services,,,+1952-219-0261,,https://www.gracemagicshine.com,https://www.google.com/maps/place/?q=place_id:ChIJv7an2lRSx4sRoGb_bjkPzdM,,0.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
Quick Dry-Tech Carpet & Upholstery Cleaning,commercial cleaning services,,,+1612-963-1816,,,https://www.google.com/maps/place/?q=place_id:ChIJOYeOXlEg9ocRTpsv__ujH1c,4.7,31.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
Residential & Commercial Pool Works,commercial cleaning services,,,+1952-652-1069,,https://www.rcpoolworks.com,https://www.google.com/maps/place/?q=place_id:ChIJDYcYkdQ9M0QRhuQ85OWTxTk,5.0,7.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
Pilgrim Dry Cleaners,commercial cleaning services,"5309 Excelsior Blvd, St Louis Park, MN 55416",,+1952-922-4757,,https://www.pilgrimdrycleaners.com,https://www.google.com/maps/place/?q=place_id:ChIJTVwYQcgg9ocRT9QkGsVV6ag,4.6,72.0,,,,,,,,,,,75.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
DPS Cleaning,commercial cleaning services,,,+1952-737-8006,,https://www.dpscleaning.com,https://www.google.com/maps/place/?q=place_id:ChIJV-rdJk5R-4IRM63gvlH3Tn8,,0.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
HomePal,commercial cleaning services,,,+1763-202-6307,,,https://www.google.com/maps/place/?q=place_id:ChIJtRmu0t8m9ocRC-ZwurzhWj0,,0.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minnetonka,Minnesota,United States"
The Clean Group,commercial cleaning services,"5275 Edina Industrial Blvd, Edina, MN 55439",,+1952-303-4250,,https://cleangroupmn.com,https://www.google.com/maps/place/?q=place_id:ChIJVVUV7Okj9ocRe3b2UTJWcZg,,0.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
SERVPRO of Bloomington/Richfield,commercial cleaning services,"7901 Xerxes Ave S Suite 301, Bloomington, MN 55431",,+1952-854-2000,,https://www.servpro.com,https://www.google.com/maps/place/?q=place_id:ChIJh5PY8dYv9ocRjzXGniYOwNk,4.6,41.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
Cleaning Management Group Inc,commercial cleaning services,"8120 Penn Ave S # 100V, Minneapolis, MN 55431",,+1952-881-9653,,https://cleaningmanagementgroup.com,https://www.google.com/maps/place/?q=place_id:ChIJ7bjgKEYk9ocRTVxTvR_91sk,1.0,1.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
Sharp Cleaning Services LLC,commercial cleaning services,,,+1952-693-9703,,https://sharpcleaningmn.com,https://www.google.com/maps/place/?q=place_id:ChIJt5LrTWThDmQR7a2hMW3YYX4,5.0,16.0,,,,,,,,,,,55.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
MejiasPro Company,commercial cleaning services,"1701 W 75th St #1D, Richfield, MN 55423",,+1612-636-7781,,,https://www.google.com/maps/place/?q=place_id:ChIJD8NP2Z4l9ocREoYfnL_XZkc,,0.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
Tide Cleaners,commercial cleaning services,"7131 France Ave S, Edina, MN 55435",,+1952-657-5703,,https://tidecleaners.com,https://www.google.com/maps/place/?q=place_id:ChIJowabixwk9ocRlV2m1n_YQvs,4.7,467.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
Dakota Sweeping & Maintenance Co.,commercial cleaning services,"5200 W 74th St, Minneapolis, MN 55439",,+1952-886-8911,,https://dakotasweeps.com,https://www.google.com/maps/place/?q=place_id:ChIJpbBhW1Mk9ocRSYJwMK4VDt4,4.0,8.0,,,,,,,,,,,40.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
"Pristine Commercial Cleaning, Inc",commercial cleaning services,,,+1800-966-8125,,,https://www.google.com/maps/place/?q=place_id:ChIJV3namaUl9ocRuecIzMikDdU,,0.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
We Clean Carpet and Upholstery,commercial cleaning services,"5108 W 74th St, Edina, MN 55439",,+1952-888-2323,,https://wecleancarpettwincities.com,https://www.google.com/maps/place/?q=place_id:ChIJMcs4GgAh9ocRw5uxQ5G9Ouc,4.6,361.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
C.D. Partners Clean,commercial cleaning services,,,+1952-688-7297,,https://www.cdpartnersclean.com,https://www.google.com/maps/place/?q=place_id:ChIJKe4AwZMuHykRbdjas4-Jn04,5.0,5.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
SERVPRO of Minneapolis SW,commercial cleaning services,,,+1612-746-7761,,https://www.servpro.com,https://www.google.com/maps/place/?q=place_id:ChIJnXDJ4l5EBmcRpcdTmrWiIXk,5.0,9.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
"Exclusively Yours, Inc. Interior Fabric Care Specialists",commercial cleaning services,"3855 Edgewood Ave S # 105, Minneapolis, MN 55426",,+1952-285-8850,,https://www.exyoursinc.net,https://www.google.com/maps/place/?q=place_id:ChIJLTpc2ZQg9ocR6EhXLtMBdQU,4.9,12.0,,,,,,,,,,,55.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
Northern Cleaning Services LLC,commercial cleaning services,,,+1612-695-9800,,https://northerncsvcs.com,https://www.google.com/maps/place/?q=place_id:ChIJazyxGXu2BmERGnFx3C3QdPk,,0.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
Fish Window Cleaning,commercial cleaning services,"7681 Washington Ave S, Edina, MN 55439",,+1952-930-3474,,https://www.fishwindowcleaning.com,https://www.google.com/maps/place/?q=place_id:ChIJr0yd3Ioh9ocRGhU3L60WE_k,5.0,21.0,,,,,,,,,,,55.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
Advanced Carpet Restoration,commercial cleaning services,"4100 16th Ave S Unit 2, Minneapolis, MN 55407",,+1612-825-9797,,https://advancedcarpetmn.com,https://www.google.com/maps/place/?q=place_id:ChIJTX1NA3Eo9ocRG5Q4UHO5voU,4.8,145.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
Twin City Carpet Cleaning,commercial cleaning services,"5215 James Ave S, Minneapolis, MN 55419",,+1612-465-9573,,,https://www.google.com/maps/place/?q=place_id:ChIJY6VV-Pgm9ocRhKowtUQo0hQ,3.0,4.0,,,,,,,,,,,5.0,2025-10-12,,,DataForSEO Google Maps SERP,"Edina,Minnesota,United States"
Vanguard Cleaning Systems of Minnesota,commercial cleaning services,"3459 Washington Dr # 109, Eagan, MN 55122",,+1651-379-4000,,https://vanguardcleaningminn.com,https://www.google.com/maps/place/?q=place_id:ChIJGdqwpdst9ocR3aNhTlpRwog,4.4,61.0,,,,,,,,,,,65.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
One Stop Commercial Cleaning,commercial cleaning services,"8055 Barbara Ave, Inver Grove Heights, MN 55077",,+1612-368-0017,,https://www.onestopcommercialcleaning.com,https://www.google.com/maps/place/?q=place_id:ChIJvyl4gzfK-WkR0IsidOcztuY,5.0,6.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
MTV CLEANING SERVICES,commercial cleaning services,"105 E 68th St, Richfield, MN 55423",,+1612-290-1718,,,https://www.google.com/maps/place/?q=place_id:ChIJ53riIaMn9ocRw17xG1FRQ2Q,5.0,1.0,,,,,,,,,,,35.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
Vivel LLC,commercial cleaning services,"4655 Nicols Rd # 105, Eagan, MN 55122",,+1651-452-0207,,https://www.vivelpcc.com,https://www.google.com/maps/place/?q=place_id:ChIJJ-_edXox9ocRmCI53mdVVVg,5.0,6.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
All Star Janitorial Inc,commercial cleaning services,"8609 Lyndale Ave S, Bloomington, MN 55420",,+1952-563-9940,,https://allstarsjanitorial.com,https://www.google.com/maps/place/?q=place_id:ChIJX5y76QIl9ocRvVbBpqB1cRw,,0.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
Distinctive Cleaning,commercial cleaning services,"815 W 106th St, Bloomington, MN 55420",,+1952-922-2457,,,https://www.google.com/maps/place/?q=place_id:ChIJRVCelC8l9ocRW351uuZiH7U,2.1,8.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
True Building Maintenance,commercial cleaning services,"8312 Pillsbury Ave S, Bloomington, MN 55420",,+1952-886-3000,,,https://www.google.com/maps/place/?q=place_id:ChIJX0Bc9bwl9ocRzHTJlnVAgyE,3.7,6.0,,,,,,,,,,,15.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
Coverall of the Twin Cities,commercial cleaning services,"1385 Mendota Heights Rd Suite 400, Mendota Heights, MN 55120",,+1952-814-1010,,https://www.coverall.com,https://www.google.com/maps/place/?q=place_id:ChIJkUI2T2wv9ocRpfeNyirWfRk,2.8,12.0,,,,,,,,,,,20.0,2025-10-12,,,DataForSEO Google Maps SERP,"Bloomington,Minnesota,United States"
Valor Pest Solutions,pest control,"530 N 3rd St Unit C, Minneapolis, MN 55401",,+1763-777-7010,,https://valorpestsolutions.com,https://www.google.com/maps/place/?q=place_id:ChIJN6m3H5In9ocRyHvqpttJkds,4.9,652.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Rove Pest Control,pest control,"301 4th Ave S #272h, Minneapolis, MN 55415",,+1763-400-8989,,https://www.rovepestcontrol.com,https://www.google.com/maps/place/?q=place_id:ChIJ62mskbMts1IRniCvNebMrn8,4.9,1366.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
1st Choice Exterminators Minneapolis,pest control,"823 Nicollet Mall, Minneapolis, MN 55402",,+1612-216-0956,,,https://www.google.com/maps/place/?q=place_id:ChIJp5GiCXUVg0IRecuhamiqMjg,,0.0,,,,,,,,,,,0.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Abra Kadabra,pest control,"1101 Pierce St NE, Minneapolis, MN 55413",,+1763-645-5948,,https://abrakadabraenvironmental.com,https://www.google.com/maps/place/?q=place_id:ChIJ_Te5dztLs1IR0cQdTr8oac4,4.9,380.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Wolf pest control,pest control,"2112 Broadway St NE ste 225 # 251, Minneapolis, MN 55413",,+1612-430-4628,,https://wolfpestcontrolmn.com,https://www.google.com/maps/place/?q=place_id:ChIJY3hVimEts1IR8iD5OXDi_5Q,5.0,3.0,,,,,,,,,,,50.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
"Professional Pest Control, Inc.",pest control,"637 Cedar Lake Rd S, Minneapolis, MN 55405",,+1612-382-6307,,,https://www.google.com/maps/place/?q=place_id:ChIJ0RIw1Bczs1IRXwpCGDjy4KM,3.9,17.0,,,,,,,,,,,20.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Plunkett's Pest Control,pest control,"40 52nd Way NE, Fridley, MN 55421",,+1763-265-7812,,https://plunketts.net,https://www.google.com/maps/place/?q=place_id:ChIJ01lSYtQxs1IRa5PuJ2Q5g84,4.8,1392.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Twin Cities Bug Guy,pest control,"1798 Selby Ave, St Paul, MN 55104",,+1651-500-5371,,https://tcbugguy.com,https://www.google.com/maps/place/?q=place_id:ChIJ6_Q399or9ocRpZ7t01Tz2xw,5.0,86.0,,,,,,,,,,,75.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Rainbow Pest Experts,pest control,"11571 K-Tel Dr, Minnetonka, MN 55343",,+1952-252-0585,,https://www.rainbowpestexperts.com,https://www.google.com/maps/place/?q=place_id:ChIJ01xcgIEf9ocR6HdWe0YYMqo,4.9,1809.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
White Knight Pest Control,pest control,"2525 Nevada Ave N STE 104, Golden Valley, MN 55427",,+1763-656-4111,,https://www.whiteknightpest.com,https://www.google.com/maps/place/?q=place_id:ChIJu-Oe2ZY1s1IRVDMV2gO_hyc,4.0,281.0,,,,,,,,,,,75.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Greenix Pest Control,pest control,"4940 US-169, New Hope, MN 55428",,+1763-340-0611,,https://www.greenixpc.com,https://www.google.com/maps/place/?q=place_id:ChIJYcOrAl02s1IRzsLxpCaQQh4,4.6,2398.0,,,,,,,,,,,85.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Xtreme Pest Solutions,pest control,,,+1612-961-0022,,https://www.xpestsolutions.com,https://www.google.com/maps/place/?q=place_id:ChIJOR7nvXMV9ocRS82S7w1dPEs,4.8,66.0,,,,,,,,,,,75.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
Capital City Pest Solutions,pest control,"1749 Sheridan Ave W, St Paul, MN 55116",,+1651-435-1369,,https://www.capitalcitypestsolutions.com,https://www.google.com/maps/place/?q=place_id:ChIJq9pmVjkD9Y0RiUhYH07Rap4,5.0,71.0,,,,,,,,,,,75.0,2025-10-12,,,DataForSEO Google Maps SERP,"Minneapolis,Minnesota,United States"
