company_name,business_type,address,city,phone,email,website,gmb_url,rating,review_count,years_in_business,employee_count,categories,facebook,instagram,linkedin,recent_reviews,growth_signals,tech_stack,place_id
Higgins Construction LLC,Bath Remodeler,"133 12th Ave N, Hopkins, MN 55343",Wayzata,+1612-991-9151,mhigg1026@aol.com,http://www.higginsconstructionllc.com/,https://www.google.com/maps/search/?api=1&query=Higgins+Construction+LLC+Wayzata+MN,4.6,10,,,Bathroom remodeler,,https://www.instagram.com/higginsconstruction/?hl=en,,10 reviews,,,ChIJq9wy9WM2s1IRuBWb6SZvJX0
Gardner Building and Remodeling,Bath Remodeler,,Wayzata,+1952-412-2877,,http://www.gardnerbldg.com/,https://www.google.com/maps/search/?api=1&query=Gardner+Building+and+Remodeling+Wayzata+MN,5,19,,,Bathroom remodeler,https://www.facebook.com/search/top?q=gardner%20building%20and%20remodeling,,,19 reviews,,,ChIJ-wDb5HM3s1IR0YIWkkNg8sU
Bloomingtons Bathroom Remodeling Contractors,Bath Remodeler,"1301 Louisiana Ave S, St Louis Park, MN 55426",Wayzata,+1952-666-4883,,,https://www.google.com/maps/search/?api=1&query=Bloomingtons+Bathroom+Remodeling+Contractors+Wayzata+MN,,,,,Contractor,,,,,,,ChIJxXaTDRw1s1IRsn1NgaNIKes
Edina Legacy Building and Remodeling,Bath Remodeler,,Wayzata,+1612-968-8642,,https://elmoreconstructionmn.com/,https://www.google.com/maps/search/?api=1&query=Edina+Legacy+Building+and+Remodeling+Wayzata+MN,5,9,,,Remodeler,,,,9 reviews,,,ChIJ8661DVgh9ocR_8-XSlCKd2Q
DiGiacomo Homes Inc,Bath Remodeler,,Wayzata,+1612-710-7900,710-7900info@designbuildmn.comCreated,https://www.designbuildmn.com/,https://www.google.com/maps/search/?api=1&query=DiGiacomo+Homes+Inc+Wayzata+MN,5,7,,,Remodeler,https://www.facebook.com/DiGHomes/?eid=ARBSYScXUQrg0AKSZK6t_XCg_mGHShsHZZu7Zkwfs96HvkT154eE961V8ATzG,https://www.instagram.com/digiacomohomes/,,7 reviews,,,ChIJu7ouRoNKs1IRjHKLx5x8VcI
Garvin Homes,Bath Remodeler,,Wayzata,+1612-770-7554,7554info@garvinhomes.com,https://garvinhomes.com/,https://www.google.com/maps/search/?api=1&query=Garvin+Homes+Wayzata+MN,5,10,6,,Bathroom remodeler,https://www.facebook.com/garvinhomesmn,https://www.instagram.com/garvinhomes/,,10 reviews,,,ChIJmSjxzF41s1IRnzMnX1n_BmU
Shearer Carpentry,Bath Remodeler,"14322 21st Ave N, Plymouth, MN 55447",Wayzata,+1763-245-3755,shearercarpentry@gmail.com,https://www.shearercarpentryinc.com/,https://www.google.com/maps/search/?api=1&query=Shearer+Carpentry+Wayzata+MN,4.7,12,,,Remodeler,https://www.facebook.com/shearercarpentry/,,,12 reviews,,,ChIJKTQ8PQRzs1IRb-2K9xtz4M4
SPS Kitchen and Bath Showroom,Bath Remodeler,"6363 MN-7, Minneapolis, MN 55416",Wayzata,+1952-920-1460,,https://www.spsshowrooms.com/,https://www.google.com/maps/search/?api=1&query=SPS+Kitchen+and+Bath+Showroom+Wayzata+MN,5,1,,,Kitchen remodeler,https://www.facebook.com/russellhardware.1910/,,,1 reviews,,,ChIJE6wr8q4g9ocRKR8F3a9SoGs
Minneapolis Bathtubs and sinks refinishing,Bath Remodeler,,Wayzata,+1612-249-8911,,http://minneapolistubrefinishing.com/,https://www.google.com/maps/search/?api=1&query=Minneapolis+Bathtubs+and+sinks+refinishing+Wayzata+MN,5,4,,,Bathroom remodeler,,,,4 reviews,,,ChIJCWM5vHFJs1IR9zAsG7KhgN8
Concept 33 Inc.,Bath Remodeler,,Wayzata,+1651-226-1466,,http://concept33inc.com/,https://www.google.com/maps/search/?api=1&query=Concept+33+Inc.+Wayzata+MN,5,9,,,Construction company,,,,9 reviews,,,ChIJA-QCg88f9ocRYhE-RS-ylB0
Ace Handyman Services Twin Cities,Painter,,Eden Prairie,,,,https://www.google.com/maps/search/?api=1&query=Ace+Handyman+Services+Twin+Cities+Eden Prairie+MN,4.9,361,,,,,,,361 reviews,,,Ace Handyman Services Twin Cities
CertaPro Painters of SW Metro,Painter,,Eden Prairie,,,,https://www.google.com/maps/search/?api=1&query=CertaPro+Painters+of+SW+Metro+Eden Prairie+MN,4.8,150,,,,,,,150 reviews,,,CertaPro Painters of SW Metro
Fresh Coat Painters of Eden Prairie,Painter,,Eden Prairie,+1612-260-3905,,https://www.freshcoatpainters.com/eden-prairie/,https://www.google.com/maps/search/?api=1&query=Fresh+Coat+Painters+of+Eden+Prairie+Eden Prairie+MN,4.7,66,,,Painter,https://www.facebook.com/FCPEdenPrairie/,https://www.instagram.com/freshcoatpainters/,,66 reviews,hiring,,ChIJ1S5So4oi9ocR2zvZEy5Mh3o
Next Painting Services,Painter,"14854 Scenic Heights Rd, Eden Prairie, MN 55344",Eden Prairie,+1952-592-7493,,https://sites.google.com/view/nextpaintingservices/home,https://www.google.com/maps/search/?api=1&query=Next+Painting+Services+Eden Prairie+MN,5,6,,,Painting,,,,6 reviews,,,ChIJfxBjNgAZ9ocRGMpH2m-TNdE
Thunder Bear Painting,Painter,"9100 Riley Lake Rd, Eden Prairie, MN 55347",Eden Prairie,+1952-564-7286,info@thunderbearpainting.com,http://www.thunderbearpainting.com/,https://www.google.com/maps/search/?api=1&query=Thunder+Bear+Painting+Eden Prairie+MN,5,52,,,Painter,https://www.facebook.com/profile.php?id=100089620208741,https://www.instagram.com/thunder_bear_painting/,,52 reviews,hiring,,ChIJKVj4NuQb9ocReInnna_8r7s
"Woodland Painting, Inc.",Painter,"574 Prairie Center Dr # 135, Eden Prairie, MN 55344",Eden Prairie,+1952-476-4030,,http://woodlandpainting.com/,"https://www.google.com/maps/search/?api=1&query=Woodland+Painting,+Inc.+Eden Prairie+MN",5,53,,,Painter,,,,53 reviews,,,ChIJOWUFfZcY9ocRjJlipc3utoU
JMJ Painters,Painter,"800 Pleasantview Rd, Chanhassen, MN 55317",Eden Prairie,+1612-255-3351,,https://jmjpainters.com/,https://www.google.com/maps/search/?api=1&query=JMJ+Painters+Eden Prairie+MN,4.8,111,6,,Painter,,,,111 reviews,,,ChIJUVCxPT8b9ocR89-AUMdjfVo
CertaPro Painters of SW Metro,Painter,"7220 Washington Ave S, Eden Prairie, MN 55344",Eden Prairie,+1952-228-9909,,https://certapro.com/southwestmetro/landing-page/residential-gbp-landing/?utm_source=google&utm_medium=organic&utm_campaign=gbp_landing,https://www.google.com/maps/search/?api=1&query=CertaPro+Painters+of+SW+Metro+Eden Prairie+MN,4.8,150,,,Painter,https://facebook.com/CertaPro-Painters-Southwest-Metro-445041262246242/,,,150 reviews,hiring,,ChIJ3YATziEi9ocRoZVy_pYidZU
Roell Painting Company,Painter,"7301 Penn Ave S, Minneapolis, MN 55423",Eden Prairie,+1763-559-5296,,https://www.roellpainting.com/,https://www.google.com/maps/search/?api=1&query=Roell+Painting+Company+Eden Prairie+MN,4.9,367,24,,Painter,https://www.facebook.com/RoellPainting?ref=ts,https://www.instagram.com/explore/locations/261482685908/roell-painting-company/,https://www.linkedin.com/company/roell-painting-inc,367 reviews,hiring,,ChIJuyye8PJJs1IRteO8NRXxE1g
JMS Premier Painting,Painter,"16815 Schooner Trl, Eden Prairie, MN 55347",Eden Prairie,+1952-994-9655,,http://www.jmspremierpainting.com/,https://www.google.com/maps/search/?api=1&query=JMS+Premier+Painting+Eden Prairie+MN,5,17,23,,Painter,https://www.facebook.com/JMS-Premier-Painting-103918684806651/?modal=admin_todo_tour,https://www.instagram.com/jmspremier/,,17 reviews,,,ChIJHa11DK0Z9ocR04FTlNzasAU
Superior Painting Contractors,Painter,"715 Chippewa Cir, Chanhassen, MN 55317",Eden Prairie,+1612-990-8423,,https://www.superior-painting.com/,https://www.google.com/maps/search/?api=1&query=Superior+Painting+Contractors+Eden Prairie+MN,5,28,,,Painter,https://www.facebook.com/superiorpaintingcontractors/,,,28 reviews,,,ChIJDauGJ00c9ocRsMk7gC2B03Y
Maki Painting & Maintenance,Painter,"4825 West Ln, Minnetonka, MN 55345",Eden Prairie,+1763-528-8872,TuckerMaki@yahoo.comCall,http://www.makipainting.com/,https://www.google.com/maps/search/?api=1&query=Maki+Painting+&+Maintenance+Eden Prairie+MN,5,136,,,Painter,,https://www.instagram.com/maki_painting/?hl=en,,136 reviews,hiring,,ChIJF_vtTwZJs1IRmhNoCU3CoEQ
Metro Precision Painting,Painter,"5800 American Blvd W Apt 235, Bloomington, MN 55437",Eden Prairie,+1612-235-3434,,http://metroprecisionpainting.com/,https://www.google.com/maps/search/?api=1&query=Metro+Precision+Painting+Eden Prairie+MN,5,29,,,Painter,,,,29 reviews,,,ChIJM9t2Htkj9ocRBJE18KV9oY0
willis & scott painter pros,Painter,"16526 W 78th St, Eden Prairie, MN 55346",Eden Prairie,+1833-977-2468,,http://wspaintingservices.com/contact-us/,https://www.google.com/maps/search/?api=1&query=willis+&+scott+painter+pros+Eden Prairie+MN,,,,,Painter,,,,,,,ChIJSws4cU8Z9ocRZeazSCBgAzU
Brush Pro Painting,Painter,,Eden Prairie,+1952-994-9493,BrushProMN@Gmail.comProfessional,http://www.brushpropainting.net/,https://www.google.com/maps/search/?api=1&query=Brush+Pro+Painting+Eden Prairie+MN,4.8,16,,,Painter,,,,16 reviews,,,ChIJAQAAALAZ9ocR0DfSadzDBZM
Metro Painting & Decorating,Painter,"7226 Muirfield Ln, Eden Prairie, MN 55346",Eden Prairie,+1952-934-0387,,,https://www.google.com/maps/search/?api=1&query=Metro+Painting+&+Decorating+Eden Prairie+MN,4,4,,,Painter,,,,4 reviews,,,ChIJFSAR8AAc9ocRwZv8LSbJygU
Top Priority Painting,Painter,,Eden Prairie,+1612-807-5434,USAOffice@topprioritypainting.com,https://www.topprioritypainting.com/,https://www.google.com/maps/search/?api=1&query=Top+Priority+Painting+Eden Prairie+MN,5,64,,,Painter,https://www.facebook.com/topprioritypaintingmn/,https://www.instagram.com/top_priority_painting_llc/,,64 reviews,,,ChIJm9W_jy8Z9ocRVX_tCC8xPpw
BLUE Painting,Painter,"1620 W 98th St #280, Bloomington, MN 55431",Eden Prairie,+1952-395-6009,hello@bluepainting.com,https://bluepainting.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/search/?api=1&query=BLUE+Painting+Eden Prairie+MN,4.5,198,,,Painter,https://www.facebook.com/bluepaintingco,https://www.instagram.com/bluepaintingco/,,198 reviews,hiring,,ChIJ5Z8ehv859ocRJdp5fQHymz8
AW Painting,Painter,"511 7th Ave E, Shakopee, MN 55379",Eden Prairie,+1612-227-0733,,http://www.awpaintingllc.com/,https://www.google.com/maps/search/?api=1&query=AW+Painting+Eden Prairie+MN,4.7,15,,,Painter,https://www.facebook.com/awpainting2018/photos/?ref=page_internal,,,15 reviews,,,ChIJq6rmNZY79ocRygLy2YHrwXc
Precision House Painting,Painter,"16700 Valley View Rd, Eden Prairie, MN 55346",Eden Prairie,+1952-248-8980,,https://sites.google.com/view/precisionhousepainting/home,https://www.google.com/maps/search/?api=1&query=Precision+House+Painting+Eden Prairie+MN,5,7,,,Painting,,,,7 reviews,,,ChIJKagAHAAZ9ocRYeqqHB1TdbY
Villa's Pro Painting LLC,Painter,"8951 Goodrich Rd, Bloomington, MN 55437",Eden Prairie,+1763-363-3089,,https://villaspropaintingservices.com/,https://www.google.com/maps/search/?api=1&query=Villa's+Pro+Painting+LLC+Eden Prairie+MN,4.8,78,,,Painter,,,,78 reviews,,,ChIJu0FHu_Ml9ocRpF1qwelJ-_A
Tenet Painting,Painter,"7677 Washington Ave S, Edina, MN 55439",Eden Prairie,+1952-914-9550,,http://www.tenetpainting.com/,https://www.google.com/maps/search/?api=1&query=Tenet+Painting+Eden Prairie+MN,5,4,,,Painter,,,,4 reviews,,,ChIJNXLeAx4i9ocRVl3pKnelczU
Preserve Painting Inc,Painter,"6125 Eden Prairie Rd, Minnetonka, MN 55345",Eden Prairie,+1952-934-0934,,http://www.preserve-painting.com/,https://www.google.com/maps/search/?api=1&query=Preserve+Painting+Inc+Eden Prairie+MN,3.3,4,,,Painter,,,,4 reviews,,,ChIJgRmc6-ce9ocRXJjWCVDkaG4
Dynamic Painting,Painter,,Eden Prairie,+1952-217-7324,,,https://www.google.com/maps/search/?api=1&query=Dynamic+Painting+Eden Prairie+MN,4.4,7,,,Painter,,,,7 reviews,,,ChIJ9STlLBj6UoURT3fq0bxcE2A
Nate's Painting LLC,Painter,"5201 Eden Ave Suite 300 - #7345, Edina, MN 55436",Eden Prairie,+1612-224-1565,,https://natespaintingllc.com/,https://www.google.com/maps/search/?api=1&query=Nate's+Painting+LLC+Eden Prairie+MN,5,19,,,Painter,,,,19 reviews,,,ChIJA9b9Gy8h9ocRGNEV-RlfoeI
Varsity Painters,Painter,"5416 Chicago Ave, Minneapolis, MN 55417",Eden Prairie,+1952-938-3886,info@varsitypainters.com,https://www.varsitypainters.com/,https://www.google.com/maps/search/?api=1&query=Varsity+Painters+Eden Prairie+MN,4.9,90,30,,Painter,,,,90 reviews,,,ChIJ6XfsZCYm9ocRriRSXIyLrpo
Alex Detail Painting,Painter,"15819 N Eden Dr, Eden Prairie, MN 55346",Eden Prairie,+1612-223-2847,,,https://www.google.com/maps/search/?api=1&query=Alex+Detail+Painting+Eden Prairie+MN,5,4,,,Painter,,,,4 reviews,,,ChIJM3ifONof9ocRTbI5ziQbIts
WOW 1 DAY PAINTING Minneapolis,Painter,"1103 Cliff Rd E, Burnsville, MN 55337",Eden Prairie,+1855-398-8590,,https://www.wow1day.com/locations/house-painting-minneapolis/?utm_source=googleplus&utm_medium=maps&utm_campaign=gmb,https://www.google.com/maps/search/?api=1&query=WOW+1+DAY+PAINTING+Minneapolis+Eden Prairie+MN,4.8,281,,,Painter,https://www.facebook.com/wow1daypainting,https://www.instagram.com/wow1daypainting/?hl=en,https://www.linkedin.com/company/wow-1-day-painting/,281 reviews,,,ChIJV19N5_IW9ocRu9eMKJctrS8
"CertaPro Painters of Minneapolis South & St Louis Park, MN",Painter,"7333 Gallagher Dr Suite # 139, Edina, MN 55435",Eden Prairie,+1612-760-5344,,https://certapro.com/minneapolis-south/landing-page/residential-gbp/?utm_source=google&utm_medium=organic&utm_campaign=gbp_landing,"https://www.google.com/maps/search/?api=1&query=CertaPro+Painters+of+Minneapolis+South+&+St+Louis+Park,+MN+Eden Prairie+MN",4.8,162,,,Painter,,,,162 reviews,,,ChIJ3WkL_QQk9ocRszaSEvzDkq0
Edina Painting Company,Painter,"6063 James Ave S, Minneapolis, MN 55419",Eden Prairie,+1612-987-4010,,https://www.edinapainting.com/,https://www.google.com/maps/search/?api=1&query=Edina+Painting+Company+Eden Prairie+MN,4.6,29,,,Painter,https://www.facebook.com/pages/Edina-Painting-Company/96541531631?rf=153664724669603,,,29 reviews,,,ChIJaY9ZfWok9ocRO4Ey11Z4tXY
Austin's Painting and Decorating,Painter,"7120 Shady Oak Rd, Eden Prairie, MN 55344",Eden Prairie,+1952-204-3922,Bids@AustinsPaintingandDecorating.comAustin,https://austinspaintinganddecorating.com/contact-us,https://www.google.com/maps/search/?api=1&query=Austin's+Painting+and+Decorating+Eden Prairie+MN,3,2,,,Painter,,,,2 reviews,,,ChIJ2a2e4B0i9ocRBGOTkjOk9_E
Hackey Painting Co.,Painter,"21195 Minnetonka Blvd suite 127, Shorewood, MN 55331",Eden Prairie,+1612-799-2170,info@hackeypainting.combottom,http://hackeypainting.com/,https://www.google.com/maps/search/?api=1&query=Hackey+Painting+Co.+Eden Prairie+MN,4.7,21,,,Painter,http://facebook.com/HackeyPaintingCo,https://www.instagram.com/HackeyPaintingCo,,21 reviews,,,ChIJVZFzeo_EeGMRySUmw0QOAic
Refresh Painting,Painter,"7820 Terrey Pine Ct #80, Eden Prairie, MN 55347",Eden Prairie,+1612-324-7663,,https://www.refreshpaintingmn.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4954933037756230486,https://www.google.com/maps/search/?api=1&query=Refresh+Painting+Eden Prairie+MN,5,1,,,Painting,http://www.facebook.com/wix,,,1 reviews,,,ChIJ-XBHvI0Z9ocRApFaXAZB0cA
Classic Home Painting,Painter,"7455 France Ave S, Edina, MN 55435",Eden Prairie,+1612-564-3950,,http://www.classichomepainting.com/,https://www.google.com/maps/search/?api=1&query=Classic+Home+Painting+Eden Prairie+MN,4.9,22,,,Painter,,,,22 reviews,,,ChIJgx5vghok9ocRyOzQgu4fWJM
William Nunn Painting,Painter,"15 Lakeview Ave, Excelsior, MN 55331",Eden Prairie,+1612-825-3875,,https://www.williamnunnpainting.com/,https://www.google.com/maps/search/?api=1&query=William+Nunn+Painting+Eden Prairie+MN,4.5,2,,,Painter,,,,2 reviews,hiring,wordpress,ChIJ0-nEnjId9ocROLG6hAPNLkw
Pro City Painters,Painter,"9124 Grand Ave S #102, Bloomington, MN 55420",Eden Prairie,+1612-852-5119,,https://www.procitypainters.com/,https://www.google.com/maps/search/?api=1&query=Pro+City+Painters+Eden Prairie+MN,4.7,23,,,Painter,http://www.facebook.com/10161660189810323,http://instagram.com/procitypaintersllc,,23 reviews,,,ChIJL1Tzz98n9ocRO-KCjSt6ZGw
Revel Painting,Painter,"13760 Candice Ln, Eden Prairie, MN 55346",Eden Prairie,+1952-495-2957,,https://revel-painting.com/service-area/eden-prairie-mn,https://www.google.com/maps/search/?api=1&query=Revel+Painting+Eden Prairie+MN,,,,,Painter,,,,,,,ChIJOQ9L3_Ef9ocRNaSxRk_H0sg
"KD Painting, Inc.",Painter,"7612 Auto Club Cir, Bloomington, MN 55438",Eden Prairie,+1612-670-1175,kris@kdpainting.com,http://www.kdpainting.com/,"https://www.google.com/maps/search/?api=1&query=KD+Painting,+Inc.+Eden Prairie+MN",4.9,10,,,Painter,https://www.facebook.com/pages/KD-Painting/52315458212,,,10 reviews,,,ChIJOV3XWmEk9ocRYdsb9aDT_f8
A & A LLC,Painter,"7887 Fuller Rd #115, Eden Prairie, MN 55344",Eden Prairie,+1952-847-0500,les@aa4help.com,http://www.aa4help.com/,https://www.google.com/maps/search/?api=1&query=A+&+A+LLC+Eden Prairie+MN,4.8,52,,,Fire damage restoration service,https://www.facebook.com/pages/A-A-PropertyRestoration/ 625901690809165,,,52 reviews,,,ChIJuXQSVQYc9ocRw2-UNEDLMqk
"360 Wall Systems, Inc",Painter,"7975 Wallace Rd, Eden Prairie, MN 55344",Eden Prairie,+1651-633-7000,,http://360wallsystems.com/,"https://www.google.com/maps/search/?api=1&query=360+Wall+Systems,+Inc+Eden Prairie+MN",4.8,6,,,Construction company,,,,6 reviews,hiring,,ChIJwQjC_CIf9ocRY9MfUa4ort8
DANCO Commercial Painters Inc.,Painter,"4275 Creek Rd, Chaska, MN 55318",Eden Prairie,+1612-598-3864,office@commercialpaintersmn.com,https://www.commercialpaintersmn.com/,https://www.google.com/maps/search/?api=1&query=DANCO+Commercial+Painters+Inc.+Eden Prairie+MN,4.8,35,,,Painter,https://www.facebook.com/DANCOCommercialPainters/,https://www.instagram.com/danco_commercial_painters,,35 reviews,,,ChIJ-bOKYIQF9ocRYixom7HIX08
Spectrum Painting Plus LLC,Painter,,Eden Prairie,+1952-994-9688,,https://spectrum-painting-plus.com/,https://www.google.com/maps/search/?api=1&query=Spectrum+Painting+Plus+LLC+Eden Prairie+MN,5,10,14,,Painter,https://www.facebook.com/Spectrum-Painting-Plus-113250916791623/,,,10 reviews,,,ChIJS6GcpvU99ocRl5HAYPosAl0
Grant's Precision Painting LLC,Painter,"5900 Covington Ct, Minnetonka, MN 55345",Eden Prairie,+1612-860-8102,,,https://www.google.com/maps/search/?api=1&query=Grant's+Precision+Painting+LLC+Eden Prairie+MN,4.5,4,,,Painter,,,,4 reviews,,,ChIJc0z8Wycc9ocRPGyJVHLSNa8
ALP Painting Corporation,Painter,"14901 Williams Ln, Minnetonka, MN 55345",Eden Prairie,+1763-639-6522,,,https://www.google.com/maps/search/?api=1&query=ALP+Painting+Corporation+Eden Prairie+MN,5,1,,,Painter,,,,1 reviews,,,ChIJk-hVprp3s1IRePC_TY9nv0s
IP Innovation Painting LLC,Painter,"7975 Stone Creek Dr, Chanhassen, MN 55317",Eden Prairie,+1612-462-5665,Innovationpaintingmn@gmail.com,http://www.ipinnovationpainting.com/,https://www.google.com/maps/search/?api=1&query=IP+Innovation+Painting+LLC+Eden Prairie+MN,5,23,,,Painter,https://www.facebook.com/ipinnovationpainting.ip,https://www.instagram.com/p/DO7cLSbDGqv/,,23 reviews,,,ChIJZ5lV804Z9ocRzjpX0yuWrGg
Five Star Painting of SW Minneapolis,Painter,,Eden Prairie,+1612-449-0024,,https://www.fivestarpainting.com/sw-minneapolis/?cid=LSTL_FSP-US000189,https://www.google.com/maps/search/?api=1&query=Five+Star+Painting+of+SW+Minneapolis+Eden Prairie+MN,4.5,73,,,Painter,,,,73 reviews,hiring,,ChIJc8GK8BAn9ocRO_NuN5A8tzU
Built To Perfection LLC,Bath Remodeler,"8181 Curtis Ln, Eden Prairie, MN 55347",Eden Prairie,+1612-868-9099,,http://www.builttoperfectionllc.com/,https://www.google.com/maps/search/?api=1&query=Built+To+Perfection+LLC+Eden Prairie+MN,5,7,,,Bathroom remodeler,https://www.facebook.com/builttoperfectionllc,,,7 reviews,,,ChIJwwE_7UIZ9ocRiDy9rKpU2Dw
Your Home Improvement Company - Windows & Bath,Bath Remodeler,"9555 James Ave S Suite #250, Bloomington, MN 55431",Eden Prairie,+1952-522-3088,,https://www.yourhomeimprovementco.com/,https://www.google.com/maps/search/?api=1&query=Your+Home+Improvement+Company+-+Windows+&+Bath+Eden Prairie+MN,4.7,566,20,,Bathroom remodeler,https://www.facebook.com/YourHomeImprovementCo/,https://www.instagram.com/yourhomeimprovementco/,,566 reviews,hiring,,ChIJ-3u8lDEx9ocRNS_TjRaQK10
ShJ BROTHERS LLC (Expert Tile Installation & Remodeling),Bath Remodeler,"19050 Stratford Rd, Minnetonka, MN 55345",Eden Prairie,+1651-231-3333,,https://www.shjbrothers.com/,https://www.google.com/maps/search/?api=1&query=ShJ+BROTHERS+LLC+(Expert+Tile+Installation+&+Remodeling)+Eden Prairie+MN,4.8,44,,,Bathroom remodeler,,https://www.instagram.com/shjbrothers?igshid=OGQ5ZDc2ODk2ZA%3D%3D,,44 reviews,,,ChIJCdjDk0Yd9ocRMxdylljQEB8
Murphy Bros. Design | Build | Remodel,Bath Remodeler,"1330 Park Rd, Chanhassen, MN 55317",Eden Prairie,+1763-780-3262,,http://www.mbros.com/,https://www.google.com/maps/search/?api=1&query=Murphy+Bros.+Design+|+Build+|+Remodel+Eden Prairie+MN,4.8,30,,,Bathroom remodeler,,,,30 reviews,,,ChIJyccIMG8b9ocReAVS-HdqXWA
Iron & Oak,Bath Remodeler,"6971 Washington Ave S, Edina, MN 55439",Eden Prairie,+1612-735-0878,,https://ironoakmn.com/,https://www.google.com/maps/search/?api=1&query=Iron+&+Oak+Eden Prairie+MN,4.9,56,,,General contractor,https://www.facebook.com/Ironoakmn/,https://www.instagram.com/ironoakmn/?hl=en,,56 reviews,,,ChIJVVXlb8U29ocRb8Z_B9PKOvg
"Webster Home Remodeling, LLC",Bath Remodeler,"8417 W 101st St Cir, Bloomington, MN 55438",Eden Prairie,+1952-239-4880,nick@websterhomeremodeling.com,http://www.websterhomeremodeling.com/,"https://www.google.com/maps/search/?api=1&query=Webster+Home+Remodeling,+LLC+Eden Prairie+MN",5,15,,,Bathroom remodeler,,,,15 reviews,,squarespace,ChIJsRvS8vOn4moRihQ10t1czz8
US Bath Systems,Bath Remodeler,"7300 Washington Ave, Eden Prairie, MN 55344",Eden Prairie,+1952-529-3222,,,https://www.google.com/maps/search/?api=1&query=US+Bath+Systems+Eden Prairie+MN,3.4,52,,,Bathroom remodeler,,,,52 reviews,,,ChIJdUYNkO469ocRGjRwSVm-9NU
"Bath Tune-Up Bloomington, MN",Bath Remodeler,"9605 Girard Ave S, Bloomington, MN 55431",Eden Prairie,+1763-330-0663,kay.sharaf@bathtune-up.com,https://bathtune-up.com/bloomington-mn/,"https://www.google.com/maps/search/?api=1&query=Bath+Tune-Up+Bloomington,+MN+Eden Prairie+MN",5,19,,,Bathroom remodeler,https://www.facebook.com/BTUBloomingtonMN,https://www.instagram.com/bathtuneup/,https://www.linkedin.com/company/bath-tune-up/,19 reviews,,,ChIJXYOv9ncl9ocRGzt-lzdVzCY
Xpres Kitchen & Bath,Bath Remodeler,"6270 Bury Dr, Eden Prairie, MN 55346",Eden Prairie,+1763-392-0111,,http://www.xpresco.com/,https://www.google.com/maps/search/?api=1&query=Xpres+Kitchen+&+Bath+Eden Prairie+MN,,,,,Bathroom remodeler,https://www.facebook.com/xpreskitchenandbath/,,,,,,ChIJ8TBkrnUf9ocRBMGNSLPcpnM
New Spaces Design-Build Remodeling,Bath Remodeler,"200 Southdale Ctr #2C, Minneapolis, MN 55435",Eden Prairie,+1952-715-6972,,https://www.newspaces.com/locations/edina,https://www.google.com/maps/search/?api=1&query=New+Spaces+Design-Build+Remodeling+Eden Prairie+MN,4.8,15,,,Bathroom remodeler,https://www.facebook.com/NewSpaces/,https://www.instagram.com/newspaces_designbuild/?hl=en,,15 reviews,hiring,,ChIJdfSks1wl9ocR4TXK8odAfQc
Dreaming Big LLC Kitchens and Bath,Bath Remodeler,"6385 Old Shady Oak Rd Suite 266, Eden Prairie, MN 55344",Eden Prairie,+1612-355-7011,,https://www.dreamingbigbk.com/,https://www.google.com/maps/search/?api=1&query=Dreaming+Big+LLC+Kitchens+and+Bath+Eden Prairie+MN,,,,,Bathroom remodeler,,,,,,,ChIJO22QmWAf9ocRTC4hRAMmFQ0
Scala Design & Construction Services Inc,Bath Remodeler,,Eden Prairie,+1952-913-3294,,https://www.scaladesign-construction.com/,https://www.google.com/maps/search/?api=1&query=Scala+Design+&+Construction+Services+Inc+Eden Prairie+MN,5,20,,,Bathroom remodeler,https://www.facebook.com/Scaladesing1,https://www.instagram.com/scaladesign1,,20 reviews,,,ChIJRyh0TKYE9ocRG-rTR-Iv_LA
"Ruffner Remodeling & Repair, LLC",Bath Remodeler,,Eden Prairie,+1612-867-1073,RuffnerRemodeling@gmail.com,https://www.ruffnerremodeling.com/,"https://www.google.com/maps/search/?api=1&query=Ruffner+Remodeling+&+Repair,+LLC+Eden Prairie+MN",4.9,19,,,Bathroom remodeler,http://www.facebook.com/RuffnerRemodeling,,,19 reviews,hiring,,ChIJyRF630Am9ocR76X6iMZwfN8
M General Contractors,Bath Remodeler,"3209 W 76th St Unit 301, Edina, MN 55435",Eden Prairie,+1612-217-2334,info@mgencon.com,http://www.mgencon.com/,https://www.google.com/maps/search/?api=1&query=M+General+Contractors+Eden Prairie+MN,4.4,14,,,Bathroom remodeler,,https://www.instagram.com/m_gen_con/,https://www.linkedin.com/company/m-general-contractors/,14 reviews,,,ChIJP4w-LUUl9ocR72hO1pXbULE
MJB Construction,Bath Remodeler,,Eden Prairie,+1952-212-2953,,http://mjbconstructionmn.com/,https://www.google.com/maps/search/?api=1&query=MJB+Construction+Eden Prairie+MN,5,14,,,Bathroom remodeler,,https://www.instagram.com/p/DNgGuWBNs3_/,,14 reviews,hiring,wordpress,ChIJhQC9LQkl9ocR73u6_fTsTiQ
Iron River Construction,Bath Remodeler,"586 Bavaria Ln, Chaska, MN 55318",Eden Prairie,+1952-442-1762,,https://ironriverco.com/?utm_source=GMBlisting&utm_medium=organic,https://www.google.com/maps/search/?api=1&query=Iron+River+Construction+Eden Prairie+MN,4.8,208,,,Bathroom remodeler,,,,208 reviews,,,ChIJY9XGlXEF9ocRfFUipkRmvzw
